id_koi,f18_ror,f18_steff_err2,f18_prad,f18_steff,f18_srad_err,f18_smass_err1,f18_srho_err2,f18_steff_err1,f18_ror_err2,f18_ror_err1,f18_period,f18_srho_err1,f18_smass,f18_prad_err,f18_srad,id_koi,id_koicand,f18_srho,f18_smass_err2,id_kic,v18_Kepler,v18_ecc,v18_period,v18_prad,v18_rovera,v18_ror,v18_smass,v18_srad,v18_srho,v18_steff,v18_smet,v18_kepmag,v18_relrho,v18_impact,v18_ld1,v18_ld2,v18_ecc_err1,v18_ecc_err2,v18_period_err1,v18_period_err2,v18_prad_err1,v18_prad_err2,v18_rovera_err1,v18_rovera_err2,v18_ror_err1,v18_ror_err2,v18_smass_err1,v18_smass_err2,v18_srad_err1,v18_srad_err2,v18_srho_err1,v18_srho_err2,v18_steff_err1,v18_steff_err2,v18_smet_err1,v18_smet_err2,v18_relrho_err1,v18_relrho_err2,v18_impact_err1,v18_impact_err2,v18_ld1_err1,v18_ld1_err2,v18_ld2_err1,v18_ld2_err2,v18_sample,dr25_BB1_cum,dr25_BB1_cum_err1,dr25_BB1_cum_err2,dr25_EP1_cum,dr25_EP1_cum_err1,dr25_EP1_cum_err2,dr25_PE1_cum,dr25_PE1_cum_err1,dr25_PE1_cum_err2,dr25_RD1_cum,dr25_RD1_cum_err1,dr25_RD1_cum_err2,dr25_RHO_cum,dr25_RHO_cum_err1,dr25_RHO_cum_err2,dr25_TAU1_cum,dr25_TAU1_cum_err1,dr25_TAU1_cum_err2,dr25_ZPT_cum,dr25_ZPT_cum_err1,dr25_ZPT_cum_err2,fgraz,f18_tau0,dr25_tau,multi,x,dr25_prad,dr25_prad_err
1692,0.028909,60,2.767,5440,0.021,0.014,-0.05,60,-0.002626,0.000131,5.96040108,0.01,0.99,0.147,0.876,1692,K01692.01,1.41,-0.015,6616218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.373237989259,0.313843640603,-0.257056557931,70.2651968942,0.000647261693231,-0.000628610755442,5.96039975009,4.47636698908e-06,-4.5291287849e-06,0.0262986487712,0.00168790380532,-0.000468295270285,2.13197595214,0.464595537833,-1.09100512334,2.66032048979,0.0195136481517,-0.0198548879821,-6.55193434694e-08,1.48460634456e-06,-1.45996988732e-06,0.0,3.29202580647,2.66032048979,,5.96040108,2.51110017927,0.119250384213
1692,0.008155,60,0.78,5440,0.021,0.014,-0.05,60,-0.000342,0.000324,2.46106655,0.01,0.99,0.037,0.876,1692,K01692.02,1.41,-0.015,6616218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.320400413357,0.282331408335,-0.221719208733,66.3220788345,0.00437883434007,-0.00451757280904,2.46106791027,1.31306740356e-05,-1.29294907825e-05,0.00838797449839,0.000423793602985,-0.000324721575691,1.72339228957,0.476610100928,-0.672725493577,2.13615080999,0.111977065274,-0.106296058283,-1.43761737048e-07,1.50057730572e-06,-1.48027904076e-06,0.0,2.45139063142,2.13615080999,,2.46106655,0.800917357004,0.0405669418125
1706,0.01534,60,1.373,5166,0.022,0.026,-0.1,60,-0.000446,0.000392,1.921437396,0.09,0.859,0.052,0.82,1706,K01706.01,1.61,-0.032,7626370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.320033524679,0.285400843431,-0.219822343915,64.8063872763,0.000966521009786,-0.00100886753111,1.92143709487,2.25773014484e-06,-2.24457662124e-06,0.0152450447876,0.000668498865451,-0.000285213426213,2.64671585654,0.441260542027,-1.03820570291,1.72509031505,0.0311967261857,-0.0307470541792,-1.7369841378e-07,2.16435165039e-06,-2.14092453506e-06,0.0,2.15962275415,1.72509031505,,1.921437396,1.36260210312,0.0561519663527
1715,0.01619,60,2.048,5789,0.028,0.024,-0.02,60,-0.000758,0.002405,105.0141157,0.03,0.87,0.205,1.159,1715,K01715.01,0.58,-0.017,9836959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.329535587537,0.272366446075,-0.227541903093,161.947279182,0.00356701862449,-0.00404221796845,105.014563736,0.000521399169102,-0.000466206492717,0.0157658032277,0.000576306758967,-0.000358044885246,2.8732300671,0.520410166873,-1.11290016722,6.35999808252,0.124660800237,-0.127480575158,-6.35880431985e-07,3.92763171068e-06,-3.9907219184e-06,0.0,11.5181925849,6.35999808252,,105.0141157,1.99170968756,0.0761477865197
1726,0.026085,60,2.133,4768,0.02,0.027,-0.08,60,-0.000873,0.002695,44.96417488,0.09,0.775,0.157,0.749,1726,K01726.01,1.87,-0.025,8242434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34861938024,0.299857258456,-0.235776457099,77.5600028213,0.00136859336141,-0.00139350776594,44.9640792876,7.63008703686e-05,-7.57084981586e-05,0.0256017931405,0.00165325664883,-0.00049884139419,2.73044368724,0.497442173313,-1.24094480144,4.84913391589,0.0433879401306,-0.0438059659277,-5.55353500655e-08,4.39446136495e-06,-4.26782998747e-06,0.0,5.87650956764,4.84913391589,True,44.96417488,2.09015599378,0.104079499293
1738,0.011755,60,1.085,5287,0.022,0.02,-0.07,60,-0.000146,0.000545,4.167892514,0.03,0.928,0.042,0.846,1738,K01738.01,1.52,-0.025,4365645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.303435606167,0.280684810645,-0.210520045034,68.2834862387,0.00207760223432,-0.00211722267321,4.16787370957,1.10840550533e-05,-1.07637859834e-05,0.011733025571,0.000512567578108,-0.000301228736019,2.74561979252,0.501450694877,-1.01601010968,2.21118286397,0.0667508161179,-0.0653254373438,2.09687243496e-09,2.33852413927e-06,-2.39351679955e-06,0.0,2.84971928322,2.21118286397,,4.167892514,1.08194922,0.0468988427211
1781,0.040188,60,3.238,4961,0.02,0.005,-0.06,60,-0.000367,0.001274,7.834427877,0.05,0.831,0.108,0.738,1781,K01781.01,1.94,-0.021,11551692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.336834069274,0.249431042529,-0.225802891912,68.2221006234,0.000308465079002,-0.000290897267419,7.8344340778,2.93254929495e-06,-2.98539864563e-06,0.0404351082051,0.00184809833633,-0.000644525936349,2.88548244035,0.485582225761,-1.03229819053,2.6728341599,0.0102695803914,-0.0112752015192,-5.40475911846e-07,2.04394032739e-06,-1.96233205128e-06,0.0,3.24224845992,2.6728341599,,7.834427877,3.25268097423,0.13349680898
1781,0.023155,60,1.866,4961,0.02,0.005,-0.06,60,-0.000184,0.000724,3.005155704,0.05,0.831,0.061,0.738,1781,K01781.02,1.94,-0.021,11551692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.335833916491,0.259290521432,-0.230213397232,70.1034017503,0.000526779485654,-0.000523283429303,3.0051569259,1.94275237142e-06,-1.98952565889e-06,0.0237044039319,0.00113402317077,-0.000390213010126,2.97074817763,0.49963675525,-1.09401093356,1.92202035754,0.0167686752501,-0.0172641538821,-3.15670110283e-07,2.10071369805e-06,-2.11149291372e-06,0.0,2.35576983573,1.92202035754,,3.005155704,1.90682966109,0.0801799883693
1783,0.042082,60,5.253,5923,0.031,0.036,-0.05,60,-0.003955,0.000451,284.060953,0.04,1.076,0.307,1.143,1783,K01783.02,0.73,-0.032,10005758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914975692825,0.0281431753803,-0.0701015019761,133.835265609,0.00339558417295,-0.00346786898217,284.06421709,0.00189416385996,-0.0018541940434,0.0451447902329,0.00287096198463,-0.00314282248345,0.492165899456,0.612717795046,-0.19252032386,6.84279360933,0.156870577669,-0.226724774343,6.38625456527e-07,7.72231815636e-06,-7.57861707485e-06,0.0,14.8641701099,6.84279360933,,284.060953,5.62445398074,0.404486901841
1800,0.063662,60,5.908,5620,0.021,0.011,-0.04,60,-0.004144,0.000603,7.794301316,0.03,0.942,0.26,0.85,1800,K01800.01,1.46,-0.021,11017901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.976757357324,0.0177661530732,-0.0217927517018,70.2604093456,0.000188664188599,-0.000193366742778,7.79430185709,1.99373100607e-06,-1.90502202724e-06,0.0917911371262,0.0114539966161,-0.011960749851,5.82544758994,0.813400553967,-0.481774615978,0.477826417564,0.153991901091,-0.239229682771,1.97282279594e-07,7.12933926888e-06,-7.41415639766e-06,0.8876875,3.5583818636,0.477826417564,,7.794301316,8.50444885474,1.10485044918
1802,0.024106,60,2.589,5918,0.023,0.018,-0.06,60,-0.001183,0.000146,5.248672631,0.02,1.054,0.094,0.983,1802,K01802.01,1.11,-0.029,11298298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.314985037852,0.286638701544,-0.216898094171,68.5165872909,0.00100207140473,-0.00097397892533,5.24866849978,6.20019580388e-06,-6.32532676281e-06,0.022561562513,0.000836928797315,-0.000378376378534,6.73837521104,1.1072055924,-2.68128015677,1.77200427933,0.0294501265341,-0.029748095565,-2.45486604095e-07,4.47298896806e-06,-4.45266886455e-06,0.0,3.41732756224,1.77200427933,,5.248672631,2.41740373859,0.0862456541835
1805,0.023415,60,2.148,5599,0.021,0.012,-0.05,60,-0.000985,0.000178,31.78209253,0.03,0.933,0.076,0.84,1805,K01805.02,1.53,-0.016,4644952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.301595556222,0.273970753609,-0.207108589925,67.8649634404,0.00504215573328,-0.00470732963717,31.7820976517,0.00017427290307,-0.000187891217742,0.0218977445527,0.000878775459375,-0.000679944493635,4.24704673764,0.836949402445,-1.5223026196,3.76306826249,0.126229576587,-0.124624785053,4.70183555936e-08,4.10377617341e-06,-4.25671868296e-06,0.0,5.59682154085,3.76306826249,,31.78209253,2.00495749125,0.0872032207957
1805,0.016628,60,1.526,5599,0.021,0.012,-0.05,60,-0.000214,0.000397,4.362744362,0.03,0.933,0.047,0.84,1805,K01805.03,1.53,-0.016,4644952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.312231442823,0.293373791478,-0.218157315755,68.2327857807,0.00241753839123,-0.00263506657396,4.36273462931,1.35933795145e-05,-1.28154046548e-05,0.0168902527217,0.000726062918682,-0.000485381032082,2.93430047323,0.61036596958,-1.17165454484,2.1863344496,0.0771455393827,-0.0727266970139,-1.57471815756e-08,4.59802276755e-06,-4.62819606707e-06,0.0,2.887135845,2.1863344496,,4.362744362,1.5464715392,0.0676057308775
1805,0.02677,60,2.456,5599,0.021,0.012,-0.05,60,-0.000243,0.000728,6.941359624,0.03,0.933,0.077,0.84,1805,K01805.01,1.53,-0.016,4644952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.313268491629,0.262040666087,-0.211841177545,70.5437400233,0.00130019773069,-0.00137390716708,6.94135762102,1.1382691409e-05,-1.09322235895e-05,0.0263677596423,0.000885332442627,-0.000538887807996,10.0845683839,1.77998864695,-3.52661023822,1.69839695905,0.040778396229,-0.0401181990507,-1.12901805018e-07,4.33857262728e-06,-4.34535892696e-06,0.0,3.37050890184,1.69839695905,,6.941359624,2.41423207285,0.088848002425
1808,0.027155,60,3.184,6143,0.026,0.015,-0.03,60,-0.000351,0.000502,89.1934705,0.05,1.12,0.09,1.074,1808,K01808.01,0.89,-0.03,7761918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.287337555217,0.270958245039,-0.198817673226,150.821780024,0.00210679005517,-0.00206288802687,89.1935868885,0.00023327577793,-0.000234957713573,0.0273069806801,0.000780189223176,-0.000485451192477,11.0875904595,1.54047571264,-3.85286624001,3.89658460805,0.062149383018,-0.0634053090422,-1.27556215484e-07,9.97959140015e-06,-1.01733535612e-05,0.0,9.45711765985,3.89658460805,,89.1934705,3.1967190003,0.107130773998
1809,0.019238,60,2.073,5741,0.024,0.028,-0.06,60,-0.000878,0.00136,13.0939051,0.05,1.024,0.13,0.988,1809,K01809.01,1.09,-0.031,8240797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282552333852,0.274882928595,-0.192544796265,77.5249144024,0.00104077726981,-0.00101943201258,13.0939098555,1.64081533676e-05,-1.66341761592e-05,0.0183049921745,0.000571515470636,-0.00026102958855,10.047582765,1.26457495709,-3.49107134125,2.12945520686,0.0294038161179,-0.0294347257047,-2.95018663848e-08,1.36738576539e-06,-1.37671705808e-06,0.0,4.66292758222,2.12945520686,,13.0939051,1.97130121726,0.0655950807705
1809,0.015303,60,1.652,5741,0.024,0.028,-0.06,60,-0.001337,3e-06,4.915387067,0.05,1.024,0.082,0.988,1809,K01809.02,1.09,-0.031,8240797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.311296991403,0.26854182648,-0.217942854139,65.6946620379,0.00123458826893,-0.00130694618775,4.91538464956,7.8126882137e-06,-7.67117039846e-06,0.0137955151182,0.000455999313379,-0.000213053456067,1.77654798176,0.265391168203,-0.648632564367,2.71158707926,0.035821282375,-0.0361795887509,-1.14952146191e-07,1.50760116729e-06,-1.5235277474e-06,0.0,3.36373299442,2.71158707926,,4.915387067,1.48566661411,0.0509929423892
1813,0.022223,60,1.994,5419,0.02,0.019,-0.05,60,-0.000335,0.000566,9.7678805,0.07,0.898,0.063,0.822,1813,K01813.01,1.57,-0.017,9455325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.306421270111,0.29202852129,-0.214658864383,72.4396026033,0.00122256179073,-0.00122557453213,9.76786061833,1.43692103709e-05,-1.44331834253e-05,0.0220830832413,0.000927133056773,-0.000409204502123,10.3177385223,1.61949206675,-4.09462982234,1.89654585602,0.033786757515,-0.0348313198594,-4.96697348371e-07,4.72467635044e-06,-4.75837591114e-06,0.0,3.74465089327,1.89654585602,,9.7678805,1.97860009226,0.0768217139313
1815,0.028578,60,2.142,4773,0.018,0.011,-0.07,60,-0.002966,0.000199,3.12686223,0.04,0.752,0.131,0.686,1815,K01815.01,2.21,-0.019,9872283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.322938349535,0.284995611998,-0.220904624501,66.7249666796,0.000458063973909,-0.000472850256898,3.12686117213,1.74994177238e-06,-1.67173008991e-06,0.0253867356179,0.00144742788848,-0.000458468258075,14.7525006441,2.39196108327,-5.94214809581,1.14552517549,0.0169867921858,-0.0161304699996,-9.38221112592e-08,1.9026663478e-06,-1.98188994804e-06,0.0,2.28568615658,1.14552517549,,3.12686223,1.89826776909,0.086938452186
1818,0.026217,60,2.407,5560,0.023,0.014,-0.05,60,-0.000259,0.000542,16.87727414,0.05,0.932,0.075,0.842,1818,K01818.01,1.51,-0.019,7870032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.300156552991,0.269541052645,-0.20593953801,71.6491339854,0.00216814687762,-0.00214323528904,16.8772579156,4.19467625541e-05,-4.15894303529e-05,0.026124542469,0.000929373512743,-0.000516088965149,2.49336788504,0.366800804658,-0.886812418352,3.66415694023,0.0584529393331,-0.0579014716103,-2.18725523279e-07,9.3749577031e-06,-9.3612702703e-06,0.0,4.55218139519,3.66415694023,,16.87727414,2.39765825872,0.0932162678605
1819,0.02092,60,1.835,5450,0.02,0.018,-0.03,60,-0.000567,0.00063,12.05707239,0.04,0.882,0.069,0.803,1819,K01819.01,1.64,-0.011,9597058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.316112850135,0.296549816008,-0.217914027264,68.4157468468,0.00310899400696,-0.00308308950071,12.0570609979,4.7951844925e-05,-4.73631599593e-05,0.0209433476523,0.000999414273454,-0.000754995411596,7.22110698496,1.71143061784,-2.89900753546,2.2640062782,0.0929128195277,-0.0963017564809,-9.65075279449e-07,1.17490452124e-05,-1.15239496792e-05,0.0,3.95892353655,2.2640062782,,12.05707239,1.83310838996,0.089328311653
1820,0.017613,60,1.549,5414,0.02,0.013,-0.04,60,-0.000208,0.000462,4.337224039,0.02,0.908,0.048,0.805,1820,K01820.01,1.64,-0.018,8277797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.296781116272,0.284648792055,-0.208036309868,65.8513326456,0.00148824711978,-0.00147663064133,4.3372201963,7.60325978533e-06,-7.71501697017e-06,0.0172456274939,0.000676599223087,-0.000308004536937,2.14860891756,0.313696780449,-0.802011994472,2.44902963769,0.0404757317812,-0.0412264077237,-2.15873099592e-08,1.89539113923e-06,-1.8841007001e-06,0.0,2.81557506055,2.44902963769,,4.337224039,1.51321758445,0.057266067416
1820,0.010657,60,0.937,5414,0.02,0.013,-0.04,60,-0.000349,0.000355,1.653893465,0.02,0.908,0.038,0.805,1820,K01820.02,1.64,-0.018,8277797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32328077357,0.308951103605,-0.224068206074,65.1897531288,0.00274333695486,-0.00266417871008,1.65388839581,5.17849184423e-06,-5.13320473661e-06,0.0102909136355,0.000536889358969,-0.000363800750085,2.45460203103,0.671161921016,-1.03572351875,1.65546405179,0.0842419873178,-0.0804006431883,-2.18866852483e-07,2.05456493882e-06,-1.98801165978e-06,0.0,2.04173324987,1.65546405179,,1.653893465,0.902976216946,0.0454397383069
1822,0.023496,60,2.698,6090,0.026,0.034,-0.06,60,-0.000228,0.000486,150.8779906,0.04,0.994,0.078,1.052,1822,K01822.01,0.89,-0.032,5124667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.294874572168,0.281447494909,-0.202049659018,139.692015148,0.0022255481615,-0.00213326563102,150.878422956,0.000524795187175,-0.000508697172592,0.0233380643388,0.000908274501366,-0.000346994018891,1.81963055627,0.232458987058,-0.672598535186,8.47373309455,0.068869010914,-0.0684233563146,-6.24172383583e-08,4.87213912343e-06,-4.79410389221e-06,0.0,11.2682481361,8.47373309455,,150.8779906,2.6761291616,0.0977452186476
1824,0.011305,60,1.348,5935,0.029,0.031,-0.05,60,-0.000143,0.00023,1.67832545,0.05,0.947,0.042,1.092,1824,K01824.02,0.74,-0.031,2989404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.309640251774,0.272688905255,-0.216382687776,69.052546296,0.00090906552542,-0.000931158891902,1.67832658687,1.94708489754e-06,-1.97316941497e-06,0.0111851841574,0.000349199488528,-0.000146405126651,0.946292267409,0.138887214954,-0.340787585761,2.33519103859,0.0299384969775,-0.0294971345206,-4.00705454186e-08,8.41833550829e-07,-8.41221793885e-07,0.0,2.67501318616,2.33519103859,,1.67832545,1.33135009988,0.0460440233696
1824,0.012849,60,1.533,5935,0.029,0.031,-0.05,60,-0.000215,0.000261,3.553829671,0.05,0.947,0.05,1.092,1824,K01824.01,0.74,-0.031,2989404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.320842494358,0.281592615393,-0.225076585515,67.6407623681,0.00106760762257,-0.00108315231117,3.55383093974,4.56506410185e-06,-4.52066717083e-06,0.0127988241888,0.000434162690072,-0.000168867668313,0.93681889861,0.147389809498,-0.368280811627,3.00225367988,0.0307149613202,-0.0311157436205,-1.03596992199e-08,7.78507697402e-07,-7.58796931852e-07,0.0,3.43504741983,3.00225367988,False,3.553829671,1.52341844554,0.0540812155256
1825,0.023397,60,2.045,5391,0.021,0.012,-0.04,60,-0.000387,0.000761,13.5225106,0.06,0.9,0.075,0.8,1825,K01825.01,1.66,-0.014,5375194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.309811575842,0.282023414114,-0.21351763744,75.1796047297,0.0045718225156,-0.0048136531308,13.5225146632,7.75516392562e-05,-7.48183085815e-05,0.0239760633993,0.00111123055127,-0.000801449120628,1.63601029244,0.330919200267,-0.609386224331,3.87590809245,0.134402936442,-0.13164011175,-9.85769767138e-07,1.48861848925e-05,-1.53206900725e-05,0.0,4.09663735868,3.87590809245,,13.5225106,2.09071272842,0.0998314170301
1826,0.02683,60,3.176,5881,0.027,0.033,-0.04,60,-0.000441,0.0005,134.2527298,0.05,0.981,0.096,1.084,1826,K01826.01,0.78,-0.031,6468138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.277118249343,0.241750125098,-0.187953920961,115.705511373,0.00313721804122,-0.00309050697545,134.252036959,0.000557054087665,-0.000560812027231,0.0264878586442,0.000663306985036,-0.000384228418955,1.45828596403,0.165780260421,-0.424373783532,8.82380615951,0.0773193922158,-0.0739595016467,-1.26084828932e-07,6.87715579082e-06,-6.9037269743e-06,0.0,11.3254103807,8.82380615951,,134.2527298,3.12969942596,0.0995324251202
1831,0.012603,60,1.15,5233,0.023,0.017,-0.07,60,-0.000326,0.000643,4.38536461,0.05,0.901,0.054,0.835,1831,K01831.02,1.54,-0.027,11601584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.311246230974,0.286901403246,-0.218264071697,72.2249022109,0.00262393450282,-0.00266273557096,4.38536637482,1.41550709181e-05,-1.36306755483e-05,0.0128210834657,0.00062228856393,-0.000386286070587,2.06477504121,0.395832811268,-0.802353564255,2.4685187403,0.076809808762,-0.0791715889878,9.07776589199e-07,2.78150220792e-06,-2.77879803261e-06,0.0,2.8858434583,2.4685187403,,4.38536461,1.16691091163,0.056033358756
1831,0.017298,60,1.577,5233,0.023,0.017,-0.07,60,-0.000912,0.000801,13.97946561,0.05,0.901,0.089,0.835,1831,K01831.04,1.54,-0.027,11601584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319537109203,0.281724528042,-0.215373452979,75.3384891513,0.00230674307925,-0.00226986152639,13.9794486374,4.01724202472e-05,-3.91504648771e-05,0.0174083547064,0.00098122647148,-0.000783763120207,73.0744679803,27.3438322245,-29.1864209243,1.08699463463,0.0854197070958,-0.0840235071511,7.3124650714e-07,2.53424159245e-06,-2.5706403477e-06,0.0,4.24718380904,1.08699463463,,13.97946561,1.58442140361,0.0914113450114
1837,0.022614,60,1.923,5243,0.02,0.011,-0.04,60,-0.000419,0.000462,34.1731714,0.03,0.876,0.06,0.778,1837,K01837.01,1.75,-0.015,10657406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3247431057,0.270605324361,-0.222800527658,70.7886570899,0.00295592260113,-0.00296748757464,34.173211457,0.000119969572673,-0.000123912601971,0.0228202763319,0.00101399680625,-0.000512684922121,2.7112225094,0.455613784641,-1.0215444704,4.47037192206,0.0830475181864,-0.08017329247,2.65414108617e-08,2.03629144591e-06,-2.10056755034e-06,0.0,5.4826878308,4.47037192206,,34.1731714,1.9352050735,0.0816408180786
1837,0.011193,60,0.951,5243,0.02,0.011,-0.04,60,-0.000558,7.8e-05,1.682934604,0.03,0.876,0.036,0.778,1837,K01837.02,1.75,-0.015,10657406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.320002703433,0.300612049093,-0.22336925863,64.9676359916,0.0023681717535,-0.00253700617714,1.68293561532,5.03398820206e-06,-4.92132154739e-06,0.0108487085972,0.000583123577804,-0.000356365615255,1.81768839222,0.424816814153,-0.720064066762,1.85229255826,0.0791738721786,-0.0796065089992,-8.12911605843e-08,2.34685395715e-06,-2.28020012996e-06,0.0,2.00965189786,1.85229255826,False,1.682934604,0.919992186463,0.0463268914625
1839,0.023428,60,2.089,5517,0.026,0.015,-0.06,60,-0.002006,0.000299,9.59070716,0.04,0.946,0.122,0.818,1839,K01839.01,1.52,-0.016,5856571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.305677760544,0.258709110045,-0.210050607343,65.6821926624,0.00205940691582,-0.00216145305626,9.59069496023,2.54463033382e-05,-2.53645018109e-05,0.021485805092,0.000691902281518,-0.000425984591665,1.81703123908,0.29067577013,-0.61954382452,3.36350408838,0.0666757168084,-0.0678171741261,-6.06921626467e-08,5.98844368845e-06,-6.12557863742e-06,0.0,3.76224252397,3.36350408838,,9.59070716,1.91571735361,0.0786852226696
1839,0.02368,60,2.115,5517,0.026,0.015,-0.06,60,-0.000936,0.001309,80.4112953,0.04,0.946,0.121,0.818,1839,K01839.02,1.52,-0.016,5856571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.314074202591,0.291655978359,-0.217023859641,104.296353641,0.00595170339575,-0.00551753415283,80.4103470342,0.000611504554044,-0.000621129800393,0.0223926723121,0.00117885888855,-0.00103604254336,19.4536309892,6.06542810657,-7.6229773932,3.03714349398,0.197971432601,-0.18127919742,-1.53690938241e-07,5.31234538877e-06,-5.38012215742e-06,0.0,7.64308923904,3.03714349398,,80.4112953,1.99657544869,0.117377011244
1852,0.016258,60,2.55,6333,0.039,0.036,-0.02,60,-0.000175,0.000477,15.7738221,0.03,1.115,0.085,1.435,1852,K01852.01,0.38,-0.037,9763348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.316053149791,0.294044356457,-0.21392756945,70.5305106876,0.0041940089893,-0.00414756772469,15.7738183066,8.01291756733e-05,-8.28244003053e-05,0.0165079967975,0.000595646712901,-0.000411985050276,0.980302470778,0.170558595738,-0.399993004979,4.85729246269,0.107342746672,-0.111568110078,-3.13598125384e-07,5.50989994332e-06,-5.60757086357e-06,0.0,7.049563404,4.85729246269,,15.7738221,2.58209831907,0.105521217505
1854,0.020558,60,2.063,5601,0.022,0.031,-0.07,60,-0.000531,0.000466,43.0342272,0.07,0.957,0.071,0.919,1854,K01854.01,1.27,-0.037,9662811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.347247989645,0.333705330168,-0.244330376625,70.6905042875,0.00288572133098,-0.00310762931183,43.0342865801,0.000204307167984,-0.000175079153813,0.0213202928261,0.00126237994836,-0.000429664608981,1.3975428463,0.275575411242,-0.725264551221,5.96861570972,0.0846941299511,-0.0820367181749,-6.75367698725e-07,4.97727379697e-06,-5.01484237828e-06,0.0,6.58841887641,5.96861570972,True,43.0342272,2.13567505268,0.0989742941454
1856,0.027199,60,2.286,5251,0.021,0.013,-0.06,60,-0.001305,0.002646,46.2988021,0.05,0.848,0.178,0.769,1856,K01856.01,1.81,-0.015,11570749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.273627826678,0.250854739031,-0.188222882632,88.802536438,0.0019812920705,-0.00203631264228,46.299086678,0.000119778095957,-0.000116716368012,0.0266178219297,0.000769554152449,-0.000419778418284,2.59255947663,0.293981342113,-0.782323775264,5.11247949104,0.0557522821238,-0.0548289321544,-1.12494563808e-07,7.5327233832e-06,-7.46183310798e-06,0.0,5.99894435546,5.11247949104,,46.2988021,2.23113245197,0.0787198895215
