id_koi,f18_ror,f18_steff_err2,f18_prad,f18_steff,f18_srad_err,f18_smass_err1,f18_srho_err2,f18_steff_err1,f18_ror_err2,f18_ror_err1,f18_period,f18_srho_err1,f18_smass,f18_prad_err,f18_srad,id_koi,id_koicand,f18_srho,f18_smass_err2,id_kic,v18_Kepler,v18_ecc,v18_period,v18_prad,v18_rovera,v18_ror,v18_smass,v18_srad,v18_srho,v18_steff,v18_smet,v18_kepmag,v18_relrho,v18_impact,v18_ld1,v18_ld2,v18_ecc_err1,v18_ecc_err2,v18_period_err1,v18_period_err2,v18_prad_err1,v18_prad_err2,v18_rovera_err1,v18_rovera_err2,v18_ror_err1,v18_ror_err2,v18_smass_err1,v18_smass_err2,v18_srad_err1,v18_srad_err2,v18_srho_err1,v18_srho_err2,v18_steff_err1,v18_steff_err2,v18_smet_err1,v18_smet_err2,v18_relrho_err1,v18_relrho_err2,v18_impact_err1,v18_impact_err2,v18_ld1_err1,v18_ld1_err2,v18_ld2_err1,v18_ld2_err2,v18_sample,dr25_BB1_cum,dr25_BB1_cum_err1,dr25_BB1_cum_err2,dr25_EP1_cum,dr25_EP1_cum_err1,dr25_EP1_cum_err2,dr25_PE1_cum,dr25_PE1_cum_err1,dr25_PE1_cum_err2,dr25_RD1_cum,dr25_RD1_cum_err1,dr25_RD1_cum_err2,dr25_RHO_cum,dr25_RHO_cum_err1,dr25_RHO_cum_err2,dr25_TAU1_cum,dr25_TAU1_cum_err1,dr25_TAU1_cum_err2,dr25_ZPT_cum,dr25_ZPT_cum_err1,dr25_ZPT_cum_err2,fgraz,f18_tau0,dr25_tau,multi,x,dr25_prad,dr25_prad_err
148,0.028013,60,2.56,5235,0.022,0.013,-0.05,60,-0.000181,0.000419,9.673953474,0.04,0.916,0.071,0.836,148,K00148.02,1.53,-0.02,5735762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.227628799419,0.219902381104,-0.158595242532,58.339464602,0.000471989400125,-0.000475076130499,9.6739579764,5.55448286832e-06,-5.5683874276e-06,0.0277034399534,0.000638212759745,-0.000211493349405,2.36106933623,0.172785866836,-0.523497643494,3.17021706156,0.0131123782776,-0.0136925029422,2.01028517404e-08,1.34501033547e-06,-1.39446114922e-06,0.0,3.76485824026,3.17021706156,,9.673953474,2.52444826231,0.0768903193282
148,0.021677,60,1.98,5235,0.022,0.013,-0.05,60,-0.000255,0.000617,42.89605505,0.04,0.916,0.065,0.836,148,K00148.03,1.53,-0.02,5735762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282478518591,0.262275163697,-0.19632206105,79.0616386834,0.00187826843832,-0.00192330485422,42.8964345346,9.45571442301e-05,-9.93516913752e-05,0.0212596102831,0.000761678389035,-0.000313532495028,1.85206928742,0.216166385722,-0.607648104987,5.56189783973,0.0508295166527,-0.049979057987,1.71968323331e-08,1.30716920495e-06,-1.34966646379e-06,0.0,6.18519051734,5.56189783973,,42.89605505,1.93726072744,0.0707030017399
150,0.026028,60,2.576,5501,0.023,0.013,-0.03,60,-0.000162,0.000255,8.408876951,0.03,0.782,0.068,0.906,150,K00150.01,1.16,-0.009,7626506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.213851243484,0.210646867636,-0.15144350005,67.0063390629,0.0006163103087,-0.000635833583033,8.40887825277,6.27978307755e-06,-6.32776821696e-06,0.0258477719478,0.000407051767657,-0.000177377891875,1.6704114298,0.111160692004,-0.337301016113,3.40648208417,0.0153978281954,-0.0155140487735,-4.79014079328e-09,2.24757329406e-06,-2.1634996639e-06,0.0,3.94037700873,3.40648208417,,8.408876951,2.55257087094,0.0709354338874
150,0.026821,60,2.653,5501,0.023,0.013,-0.03,60,-0.000338,0.000382,28.5742649,0.03,0.782,0.075,0.906,150,K00150.02,1.16,-0.009,7626506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.275554864751,0.245803085152,-0.193145624816,76.8315939694,0.00116025216407,-0.00119364485457,28.5742673115,4.19502049489e-05,-4.26859480172e-05,0.0263526142113,0.000652965890716,-0.000279061524546,1.91495313066,0.215715883615,-0.572526647178,4.81514369901,0.0321564338832,-0.0327862120086,-1.53786840024e-08,2.11542763275e-06,-2.10903290956e-06,0.0,5.92402386547,4.81514369901,,28.5742649,2.60242606382,0.0805147397552
152,0.024132,60,3.468,6389,0.038,0.027,-0.05,60,-0.000143,0.000321,13.48458665,0.02,1.244,0.106,1.316,152,K00152.03,0.59,-0.042,8394721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23387675911,0.223029307403,-0.159213644161,69.61800585,0.00135591887337,-0.00132795331336,13.4845776959,2.40152455842e-05,-2.34521217255e-05,0.0236229621243,0.000388349086123,-0.000234497177657,0.884803954428,0.070820785834,-0.206449364621,4.90318265448,0.035549336067,-0.0343450871216,-7.50410793796e-08,2.45155075636e-06,-2.36132640211e-06,0.0,5.77793939981,4.90318265448,,13.48458665,3.38857217896,0.107561462023
152,0.019658,60,2.823,6389,0.038,0.027,-0.05,60,-0.000709,0.00078,81.0634942,0.02,1.244,0.134,1.316,152,K00152.04,0.59,-0.042,8394721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.311841341764,0.278919182125,-0.213937207125,72.5355771682,0.00418610948117,-0.00449678488624,81.0637536912,0.000419903178255,-0.000403797866909,0.0202460356437,0.000807526013257,-0.000665303373885,22.9348409241,5.18120589167,-8.78686836838,2.91513937678,0.120723726595,-0.117245715023,-7.94060615231e-08,2.37610689438e-06,-2.33225543281e-06,0.0,10.5059551646,2.91513937678,,81.0634942,2.90417233688,0.134873808017
152,0.050299,60,7.231,6389,0.038,0.027,-0.05,60,-0.0001,0.000209,52.09081602,0.02,1.244,0.208,1.316,152,K00152.01,0.59,-0.042,8394721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1252375998,0.121826672065,-0.085793926173,91.7446460731,0.000680708655594,-0.000691095875709,52.0908158407,4.44942622337e-05,-4.17863851112e-05,0.0494448409263,0.000219492982276,-0.000145681452844,0.769271995694,0.0170479743327,-0.051406026402,8.22962399134,0.0185716991917,-0.0186442367997,-8.38660663836e-08,2.42778046499e-06,-2.36891469627e-06,0.0,9.0659674767,8.22962399134,,52.09081602,7.09256576183,0.206468467728
152,0.02613,60,3.754,6389,0.038,0.027,-0.05,60,-0.000216,0.000369,27.40232089,0.02,1.244,0.116,1.316,152,K00152.02,0.59,-0.042,8394721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.222968791475,0.20693471768,-0.154931300872,66.6285280856,0.00145896815818,-0.00154906475437,27.4022955832,5.26066666104e-05,-5.19293013213e-05,0.0252451837755,0.000374772689795,-0.000229136923685,0.718264676349,0.0518491775743,-0.14708864982,6.67786228081,0.0428343527019,-0.0419620514143,-5.82120047542e-08,2.45117991065e-06,-2.41222210017e-06,0.0,7.31851362497,6.67786228081,,27.40232089,3.6212701415,0.113181371706
153,0.032747,60,2.662,4791,0.021,0.018,-0.1,60,-0.003893,9e-06,8.925076369,0.07,0.792,0.173,0.745,153,K00153.01,1.9,-0.029,12252424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.316932927739,0.241048632032,-0.217099031058,72.7138504275,0.000558220817936,-0.000544608551223,8.92507998586,6.03788183362e-06,-6.34009638745e-06,0.0280216835753,0.00118483188742,-0.000428436652303,3.96895429504,0.577690683099,-1.28059429195,2.52769473198,0.0174635259503,-0.01814382063,-6.56444617739e-09,1.73593528006e-06,-1.74627305092e-06,0.0,3.40981293297,2.52769473198,True,8.925076369,2.27550081473,0.0916774649656
153,0.024604,60,2.001,4791,0.021,0.018,-0.1,60,-0.000393,0.000515,4.75400115,0.07,0.792,0.066,0.745,153,K00153.02,1.9,-0.029,12252424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.331277989601,0.27908043517,-0.232322575481,61.5471239477,0.000490852944978,-0.000503182338903,4.75400085014,2.88272586868e-06,-2.84455823962e-06,0.0245683046338,0.00135790499734,-0.000411711751152,2.33174385952,0.386442396195,-0.930001480276,2.43225489688,0.0162400560381,-0.0180331518936,2.25744836553e-08,1.68716300051e-06,-1.77270448929e-06,0.0,2.76405279568,2.43225489688,,4.75400115,1.99506917779,0.0912421497003
155,0.02591,60,4.535,5667,0.043,0.021,-0.01,60,-0.000996,7e-05,5.660672935,0.01,0.94,0.154,1.603,155,K00155.01,0.24,-0.018,8030148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28848283327,0.257336617208,-0.194915652004,70.4160802482,0.000538212510079,-0.000526064154784,5.66066905302,3.73935702935e-06,-3.82002721633e-06,0.0248728538703,0.000735332026506,-0.000220838911637,0.462491139231,0.0553318602658,-0.149752450912,4.48887772738,0.0163430057027,-0.0169543613932,-2.80611698512e-08,1.75865826195e-06,-1.72491261883e-06,0.0,5.83888668958,4.48887772738,False,5.660672935,4.34595913819,0.143417855498
157,0.02854,60,3.382,5763,0.027,0.034,-0.05,60,-0.000366,0.000522,22.68714105,0.05,0.986,0.1,1.086,157,K00157.02,0.82,-0.033,6541920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27201675627,0.233755519754,-0.189993713697,81.4554607521,0.00102517421587,-0.000982156701298,22.6871546858,2.72554656071e-05,-2.76130704435e-05,0.0282856964856,0.00070611410824,-0.000262081606884,1.12061171312,0.120148405024,-0.311345425642,5.33872604113,0.0250890765747,-0.0263407762158,5.05224445063e-08,1.47902263108e-06,-1.50165277277e-06,0.0,6.15790635127,5.33872604113,True,22.68714105,3.34829103579,0.101061934853
157,0.034028,60,4.037,5763,0.027,0.034,-0.05,60,-0.000245,0.000464,31.99550624,0.05,0.986,0.109,1.086,157,K00157.03,0.82,-0.033,6541920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319520158428,0.267361537716,-0.224679825189,87.1607277022,0.000781379713516,-0.000769604980064,31.995524319,3.03522447282e-05,-3.23511775768e-05,0.0339200154089,0.00123091682773,-0.000406752473965,3.54568082828,0.544665078016,-1.32756790093,4.01545546472,0.0223562832732,-0.0221251835256,-6.19805781624e-08,1.42727294106e-06,-1.47068654248e-06,0.0,6.90562225403,4.01545546472,,31.99550624,4.01524790401,0.139142123056
157,0.023997,60,2.845,5763,0.027,0.034,-0.05,60,-0.00151,0.001878,46.6858024,0.05,0.986,0.213,1.086,157,K00157.04,0.82,-0.033,6541920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.279573977644,0.25944183401,-0.195671677846,158.045968231,0.0018375216238,-0.00181410941249,46.6856247635,0.000114234669489,-0.000111691633478,0.0221963156574,0.000643128652313,-0.000308915561063,1.44211816629,0.166073594235,-0.463524749119,6.22548265842,0.0542276068585,-0.0533227294392,-5.2465705619e-09,1.44089638029e-06,-1.45828806902e-06,0.0,7.83251854889,6.22548265842,,46.6858024,2.62746666963,0.0862691286172
157,0.03026,60,3.588,5763,0.027,0.034,-0.05,60,-0.000293,0.000465,118.378379,0.05,0.986,0.1,1.086,157,K00157.05,0.82,-0.033,6541920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.236746359006,0.209059338342,-0.161055989637,220.287433032,0.00209154282473,-0.00210092848016,118.378678296,0.000327375783613,-0.000318686467068,0.0300021742349,0.000534882979943,-0.000290684370356,1.14400337125,0.0924329407803,-0.247280809642,9.27900193143,0.0555273346779,-0.0539601167974,6.58557276238e-08,1.43709653567e-06,-1.51510630102e-06,0.0,10.6806402146,9.27900193143,,118.378379,3.55147737289,0.100914977143
157,0.016189,60,1.92,5763,0.027,0.034,-0.05,60,-0.000223,0.000351,10.30400497,0.05,0.986,0.058,1.086,157,K00157.06,0.82,-0.033,6541920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.265646386563,0.264260684516,-0.185222561629,71.5038234481,0.00147630726507,-0.00147540457371,10.3040095958,1.87276340053e-05,-1.88349824857e-05,0.01625851836,0.000452538500759,-0.000236340273333,1.08148540697,0.114151292467,-0.340268461343,4.15607162196,0.0388683134375,-0.0390914880652,-5.46162975446e-08,1.55717147603e-06,-1.49452273027e-06,0.0,4.73342146672,4.15607162196,,10.30400497,1.92458585235,0.0628642981888
157,0.025738,60,3.051,5763,0.027,0.034,-0.05,60,-0.000126,0.000409,13.02492819,0.05,0.986,0.081,1.086,157,K00157.01,0.82,-0.033,6541920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.241051451702,0.227772912436,-0.164908856205,71.1761335611,0.000799402261151,-0.000785136163884,13.0249338619,1.25186429436e-05,-1.31134163723e-05,0.0254319972328,0.000535715463805,-0.000211526096408,1.13531317511,0.0933068146355,-0.275928873205,4.45413422959,0.0221769095329,-0.0222813171363,2.20098577835e-08,1.47615940804e-06,-1.51228649521e-06,0.0,5.11797627976,4.45413422959,,13.02492819,3.01048724044,0.086936787908
159,0.019692,60,2.429,6000,0.028,0.03,-0.04,60,-0.000206,0.000389,8.99088871,0.04,1.042,0.07,1.13,159,K00159.01,0.76,-0.034,8972058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.267464413225,0.24028424772,-0.182733077722,69.7392350447,0.00107492517211,-0.00108768873108,8.990885826,1.157618318e-05,-1.16616190677e-05,0.0198523480532,0.000459980639927,-0.000204754601522,1.02634963955,0.108215972039,-0.288916544245,4.04079294904,0.0292193094692,-0.0291939276342,-1.9810026257e-08,1.34008077643e-06,-1.37904740475e-06,0.0,4.63917530099,4.04079294904,,8.99088871,2.44521370972,0.0731229663627
159,0.008435,60,1.041,6000,0.028,0.03,-0.04,60,-0.00048,0.000274,2.403643296,0.04,1.042,0.053,1.13,159,K00159.02,0.76,-0.034,8972058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.310175004242,0.285885877571,-0.21524817608,67.7307861161,0.00283525422155,-0.00275166522066,2.40364115362,7.41479988164e-06,-8.00316924732e-06,0.00805970975352,0.000401641962972,-0.000338920730959,7.2513562239,2.3397080681,-2.79017816356,1.31270234416,0.0883277765253,-0.0878037494261,-1.78257465606e-07,1.42794579856e-06,-1.38710535223e-06,0.0,2.98856873651,1.31270234416,False,2.403643296,0.992714450341,0.051818163427
161,0.028977,60,2.47,4995,0.021,0.007,-0.06,60,-0.002045,8e-05,3.105508189,0.01,0.877,0.111,0.781,161,K00161.01,1.8,-0.02,5084942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.372758849541,0.250682065617,-0.246358355711,66.2104060862,0.000324239862266,-0.000322119685009,3.10550782916,1.2032396608e-06,-1.16290130947e-06,0.0272978036369,0.00139931949892,-0.000527682788419,4.87729881059,1.04812956331,-1.93343466826,1.62365695499,0.010691718597,-0.0106026130988,-1.64012792443e-07,2.26632411707e-06,-2.18629925691e-06,0.0,2.44191849883,1.62365695499,,3.105508189,2.3238347258,0.103111224184
166,0.024269,60,2.011,5159,0.02,0.03,-0.07,60,-0.000365,0.000761,12.49341307,0.1,0.764,0.07,0.759,166,K00166.01,1.76,-0.024,2441495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.274140919918,0.262920396518,-0.194125010906,71.4622481622,0.000819816909555,-0.000882305506266,12.4934058299,1.29228452987e-05,-1.23003174579e-05,0.0241911969613,0.000835121722117,-0.000348774914765,8.92882297833,1.01263418099,-2.87065922968,2.18663667429,0.0245006890945,-0.0253781286144,1.58120755243e-07,4.21430938538e-06,-4.40233515836e-06,0.0,3.91291653445,2.18663667429,True,12.49341307,2.0013619158,0.0719685660639
167,0.019091,60,2.944,6231,0.036,0.029,-0.02,60,-0.000263,0.000146,4.919583795,0.02,1.204,0.08,1.412,167,K00167.01,0.43,-0.021,11666881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.270807243684,0.251033353975,-0.186151948984,67.6022898582,0.000729821790856,-0.000773131844767,4.91958547701,4.70634552485e-06,-4.65725718701e-06,0.019061344249,0.000429053628258,-0.000165368826547,0.535460637574,0.0558944827274,-0.160521140035,4.10269256752,0.0208319461183,-0.0217779105893,1.1623661716e-08,1.59250983449e-06,-1.54462162588e-06,0.0,4.5877288587,4.10269256752,,4.919583795,2.93369337068,0.087675467364
168,0.013502,60,2.198,5823,0.039,0.024,-0.01,60,-0.000262,0.000338,15.27438229,0.02,0.99,0.075,1.491,168,K00168.02,0.3,-0.023,11512246,Kepler-23d,0.0786999019234,15.2742975024,2.23286997881,0.0582622387059,0.0132239682857,1.078,1.548,0.41,5828.0,-0.05,13.438,0.979074208678,0.403531793858,0.401655208085,0.23345360058,0.242092032769,-0.0786896657495,15.2744650403,-15.2744650403,2.32094029554,-2.32094029554,0.00113206546973,-0.00105041105365,0.000388580841854,-0.000322361787072,0.077,-0.077,0.048,-0.048,0.023,-0.023,100.0,-100.0,0.1,-0.1,0.188889561117,-0.276436954747,0.135809234417,-0.348489143924,0.0475899192739,-0.0417883852535,0.053424656301,-0.0505453192938,m,0.257081680395,0.263541537183,-0.178344983524,80.5795558645,0.00208306899935,-0.00215224963169,15.2744432351,4.10653745124e-05,-4.05244276109e-05,0.0131903703919,0.000376528469002,-0.000231009507971,0.54265577368,0.0546338555535,-0.165262691754,5.975925783,0.055900916682,-0.0545328693283,2.13405482549e-09,1.15543707883e-06,-1.19795789014e-06,0.0,7.54614664718,5.975925783,,15.27438229,2.14368580572,0.0747082405406
168,0.011401,60,1.858,5823,0.039,0.024,-0.01,60,-0.000918,0.001541,7.10694385,0.02,0.99,0.209,1.491,168,K00168.03,0.3,-0.023,11512246,Kepler-23b,0.0629548777067,7.10699516265,1.69289382887,0.0970295428343,0.0100260089107,1.078,1.548,0.41,5828.0,-0.05,13.438,0.958123067665,0.366441835131,0.401655208085,0.23345360058,0.261971785354,-0.0629541191016,7.10706791495,-7.10706791495,1.76863850277,-1.76863850277,0.00188533426498,-0.00174934754633,0.00029800925656,-0.000323395950301,0.077,-0.077,0.048,-0.048,0.023,-0.023,100.0,-100.0,0.1,-0.1,0.160989816516,-0.329372993099,0.169035430022,-0.303912496268,0.0475899192739,-0.0417883852535,0.053424656301,-0.0505453192938,m,0.282401946301,0.259810253067,-0.201423014475,71.3226454274,0.00208316719906,-0.00210525400327,7.1069578792,1.78276480307e-05,-1.74960775601e-05,0.0105192860337,0.000312572290997,-0.000219793240619,0.403882187559,0.0490509732939,-0.130263478326,5.0709437185,0.0520262232049,-0.0518033570812,5.51741091307e-09,1.21983196048e-06,-1.22957415271e-06,0.0,5.8474293531,5.0709437185,False,7.10694385,1.70958384691,0.0622178433157
168,0.018664,60,3.036,5823,0.039,0.024,-0.01,60,-0.00022,0.000332,10.74242766,0.02,0.99,0.091,1.491,168,K00168.01,0.3,-0.023,11512246,Kepler-23c,0.0223147153123,10.7424349091,3.11432412162,0.0736703688841,0.0184442998502,1.078,1.548,0.41,5828.0,-0.05,13.438,1.40814164749,0.730320762844,0.401655208085,0.23345360058,0.388703175623,-0.0223138082358,10.7424742415,-10.7424742415,3.21800384537,-3.21800384537,0.00143145341834,-0.0013282045373,0.00105772051351,-0.000223493042318,0.077,-0.077,0.048,-0.048,0.023,-0.023,100.0,-100.0,0.1,-0.1,0.683685369899,-0.513808101058,0.0677365336839,-0.46960055259,0.0475899192739,-0.0417883852535,0.053424656301,-0.0505453192938,m,0.199128110211,0.191682301416,-0.138524250384,66.2866667796,0.00129165170088,-0.00125213317035,10.7424182187,1.62159370642e-05,-1.68656670283e-05,0.018595727115,0.000241681685172,-0.00014887694856,0.405141348616,0.0234148372924,-0.0688712756832,5.94447295219,0.0330293594085,-0.0325453224208,-3.64987206026e-08,1.23622206867e-06,-1.23429636144e-06,0.0,6.71075681903,5.94447295219,,10.74242766,3.022158975,0.0851832328651
171,0.021715,60,3.274,6220,0.038,0.019,-0.03,60,-0.000456,0.001478,5.968717469,0.02,1.198,0.171,1.38,171,K00171.01,0.47,-0.029,7831264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.311127112417,0.253439952696,-0.209073187601,70.1585753438,0.000858917601249,-0.000817676441329,5.96872376884,6.01876530126e-06,-6.41875186602e-06,0.0209126487261,0.000562766915225,-0.000228207408052,0.950413528962,0.135398398762,-0.326346450904,3.56710835959,0.0229251660285,-0.0234655514077,-1.39596171268e-08,1.97830290462e-06,-1.9586600686e-06,0.0,4.75012999537,3.56710835959,,5.968717469,3.14568062139,0.105081015858
171,0.014426,60,2.174,6220,0.038,0.019,-0.03,60,-0.000233,0.000496,13.071489,0.02,1.198,0.08,1.38,171,K00171.02,0.47,-0.029,7831264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.307486030786,0.276709408441,-0.210920443178,77.4417352859,0.00263798963131,-0.00268109497694,13.0714272312,4.21232542251e-05,-4.12845037019e-05,0.0146801261244,0.000465539332641,-0.000331604527866,3.5183015246,0.595706449455,-1.30137555696,2.98592986682,0.0711496257511,-0.0699569393306,-9.2128886596e-08,1.81615672458e-06,-1.80904989191e-06,0.0,6.16860329635,2.98592986682,,13.071489,2.20818457163,0.0853911178495
172,0.022166,60,2.917,5630,0.032,0.012,-0.02,60,-0.000334,0.00033,13.72237104,0.02,0.866,0.089,1.205,172,K00172.01,0.53,-0.01,8692861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.255854492847,0.252487989701,-0.176588031971,70.8408654802,0.00112348333217,-0.00116121159007,13.7223677891,1.89355908073e-05,-1.82877936563e-05,0.0218768453828,0.000546022491761,-0.000224318916462,0.83036024132,0.0778931904043,-0.240633524828,5.01063700883,0.0295327052269,-0.0298196308982,-3.02080106164e-08,2.61561830929e-06,-2.59534496131e-06,0.0,6.02322199181,5.01063700883,,13.72237104,2.87341425681,0.0915535104995
172,0.016852,60,2.217,5630,0.032,0.012,-0.02,60,-0.000857,0.003292,242.46712,0.02,0.866,0.279,1.205,172,K00172.02,0.53,-0.01,8692861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.301399037756,0.274719474016,-0.212266645715,83.8584113714,0.00759497929823,-0.00735970052263,242.467584807,0.00257794576777,-0.00261122095756,0.0169721965663,0.000623092282616,-0.000477200671095,0.882435043477,0.140677413438,-0.322740606123,12.5668360772,0.254433764769,-0.247946280899,5.18708509446e-09,2.36414783436e-06,-2.40665093783e-06,0.0,15.6880910711,12.5668360772,,242.46712,2.229213158,0.0934124491318
173,0.020903,60,2.82,5676,0.035,0.027,-0.03,60,-0.001179,1.7e-05,10.06082567,0.03,0.936,0.113,1.234,173,K00173.01,0.51,-0.024,11402995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36380699988,0.276376686937,-0.246340491164,71.967223338,0.00129208055331,-0.00128679160149,10.0608323462,1.53706714503e-05,-1.53012953845e-05,0.0197204212404,0.000896381379586,-0.00032130502151,0.8006043153,0.163460655679,-0.345951613959,4.40462692554,0.034724670128,-0.0354253055075,-9.95226906716e-08,2.60902087249e-06,-2.58378959162e-06,0.0,5.50130330325,4.40462692554,False,10.06082567,2.65251497936,0.111204943184
176,0.019776,60,2.867,6319,0.033,0.028,-0.02,60,-0.000633,8.7e-05,30.229104,0.02,1.076,0.087,1.327,176,K00176.01,0.46,-0.03,6442377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38224382679,0.253234298304,-0.262118868071,67.520804604,0.00199744060033,-0.00190801255195,30.2291023776,7.37946161635e-05,-7.56670194306e-05,0.0195593317012,0.000691785604775,-0.00031618533523,0.782765718946,0.182055626997,-0.324977489306,6.3592920087,0.0518433024409,-0.0528572255767,-1.8261498924e-07,2.98702244308e-06,-3.04290053998e-06,0.0,8.21612279344,6.3592920087,False,30.229104,2.82912041525,0.101311047289
179,0.029939,60,7.023,6218,0.076,0.028,-0.01,60,-0.000538,0.000196,20.74028413,0.01,1.525,0.257,2.146,179,K00179.01,0.16,-0.032,9663113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.294012361549,0.208536907669,-0.199743735926,75.7999900477,0.00114113782061,-0.00113018389274,20.740287481,2.98875147067e-05,-2.98623397299e-05,0.0295504525994,0.000575282039841,-0.000247157802517,0.152077927484,0.0191535673224,-0.0392850757323,10.0165410773,0.0326345370955,-0.0330627768168,4.62124505245e-09,3.16566511884e-06,-3.18591345367e-06,0.0,10.3040829614,10.0165410773,,20.74028413,6.91226456934,0.263016333147
179,0.034379,60,8.042,6218,0.076,0.028,-0.01,60,-0.001185,0.003212,572.383277,0.01,1.525,0.58,2.146,179,K00179.02,0.16,-0.032,9663113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.568317480771,0.158767354212,-0.305643283053,239.50891838,0.00435953911642,-0.00413249826948,572.378294134,0.00617319409594,-0.00640247263561,0.039610970495,0.00151420966194,-0.00119831122703,0.234222537955,0.144167325111,-0.0990965210204,22.5691677434,0.170050821925,-0.151928128484,-4.51165652671e-08,2.95047534014e-06,-2.793191671e-06,0.0,31.138672346,22.5691677434,,572.383277,9.26556055237,0.456421473711
180,0.023526,60,2.273,5652,0.021,0.017,-0.07,60,-0.000171,0.000405,10.045569313,0.03,0.974,0.061,0.885,180,K00180.01,1.39,-0.034,9573539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.304921250926,0.291447632737,-0.212705621668,62.0935879539,0.00132138990577,-0.00133032509505,10.0455642024,1.59864698741e-05,-1.60499015198e-05,0.0237781874635,0.000896832158383,-0.000365532323942,2.39036953399,0.337852698684,-0.948013370267,3.12464805109,0.0380767358427,-0.0365596241218,-2.6043465082e-07,4.89893377404e-06,-4.7080988189e-06,0.0,3.9363861199,3.12464805109,False,10.045569313,2.29376285367,0.0816680037871
197,0.092902,60,7.58,4938,0.02,0.024,-0.09,60,-5.7e-05,0.000158,17.276296119,0.09,0.792,0.2,0.747,197,K00197.01,1.89,-0.026,2987027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0563933758494,0.0577987519664,-0.0396370970588,66.8391511606,0.000111471919723,-0.000111019807036,17.2762971422,2.40816470054e-06,-2.42358332514e-06,0.0906234591014,0.000134847439899,-8.34000769392e-05,3.0625034183,0.0164092004213,-0.0434521334253,3.61713142741,0.00325061727861,-0.00331373292127,1.92578970955e-07,5.49321563661e-06,-5.58932924466e-06,0.0,4.25703661304,3.61713142741,True,17.276296119,7.37883391042,0.197758844608
